ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
1502,,werekena,right,anɛpiɽi,anɛpiɽi,a n ɛ p i ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1503,,hohoodene,ripe,pɛdaɽia,pɛdaɽia,p ɛ d a ɽ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1504,,mauliene,ripe,pedaɽiakani,pedaɽiakani,p e d a ɽ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1505,,kumadene2,ripe,patʃĩda,patʃĩda,p a tʃ ĩ d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1506,,tariana,ripe,haɾepeɾi,haɾepeɾi,h a ɾ e p e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1507,,werekena,ripe,iɾaɽi,iɾaɽi,i ɾ a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1508,,waliperi,river,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1509,,hohoodene,river,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1510,,moliwene,river,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1511,,mauliene,river,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1512,,kumadene2,river,uni makapeki,uni makapeki,u n i # m a k a p e k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1513,,kumadene1,river,uːnĩ,uːnĩ,uː n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1514,,tariana,river,unĩː,unĩː,u n ĩː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1515,,aha,river,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1516,,ehe,river,uːni,uːni,uː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1517,,name,river,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1518,,werekena,river,weni,weni,w e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1519,,waliperi,stone,hipada,hipada,h i p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1520,,hohoodene,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1521,,moliwene,stone,hipada,hipada,h i p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1522,,mauliene,stone,hipada,hipada,h i p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1523,,kumadene2,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1524,,kumadene1,stone,hipaɾɐ,hipaɾɐ,h i p a ɾ ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1525,,kowaidakenai,stone,hiːpa,hiːpa,h iː p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1526,,dzawinai,stone,hipada,hipada,h i p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1527,,tariana,stone,hɪpãdaː,hɪpãdaː,h i p ã d aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1528,,aha,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1529,,ehe,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1530,,oho,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1531,,name,stone,hiːpada,hiːpada,h iː p a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1532,,werekena,stone,iːpa,iːpa,iː p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1533,,waliperi,root,ɽiːɽi,ɽiːɽi,ɽ iː ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1534,,hohoodene,root,ɽiːʐi,ɽiːʐi,ɽ iː ʐ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1535,,moliwene,root,hipaʐo,hipaʐo,h i p a ʐ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1536,,mauliene,root,ɽiːɽi,ɽiːɽi,ɽ iː ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1537,,kumadene2,root,hiːpaʐu,hiːpaʐu,h iː p a ʐ u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1538,,kowaidakenai,root,ɽipaɽi,ɽipaɽi,ɽ i p a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1539,,dzawinai,root,ɽipaɽi,ɽipaɽi,ɽ i p a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1540,,tariana,root,ɾipaɾi,ɾipaɾi,ɾ i p a ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1541,,aha,root,lipali,lipali,l i p a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1542,,ehe,root,lipali,lipali,l i p a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1543,,oho,root,lipale,lipale,l i p a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1544,,name,root,lipali,lipali,l i p a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1545,,werekena,root,maheː,maheː,m a h eː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1546,,hohoodene,rope,hinoɽoʈi,hinoɽoʈi,h i n o ɽ o t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1547,,mauliene,rope,hinoɽóʈi,hinoɽóʈi,h i n o ɽ o t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1548,,kumadene2,rope,nuʐuti,nuʐuti,n u ʐ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1549,,kowaidakenai,rope,hinuɽuti,hinuɽuti,h i n u ɽ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1550,,dzawinai,rope,hinuʐuti,hinuʐuti,h i n u ʐ u t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1551,,tariana,rope,ĩhinuɾutsi,ĩhinuɾutsi,ĩ h i n u ɾ u ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1552,,aha,rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1553,,ehe,rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1554,,oho,rope,lipapi,lipapi,l i p a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1555,,name,rope,lipaːpi,lipaːpi,l i p aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1556,,werekena,rope,nunasi,nunasi,n u n a s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1557,,hohoodene,rotten,iːpakada,iːpakada,iː p a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1558,,mauliene,rotten,ɽipakawa,ɽipakawa,ɽ i p a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1559,,kumadene2,rotten,ɽipaka,ɽipaka,ɽ i p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1560,,tariana,rotten,nikaulipakawanianã,nikaulipakawanianã,n i k a u l i p a k a w a n i a n ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1561,,aha,rotten,iːpakada,iːpakada,iː p a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1562,,ehe,rotten,iːpakada,iːpakada,iː p a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1563,,oho,rotten,iːpakada,iːpakada,iː p a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1564,,name,rotten,oeːkodali,oeːkodali,o eː k o d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1565,,werekena,rotten,tʃitʃili,tʃitʃili,tʃ i tʃ i l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1566,,waliperi,round,madzakanʰĩdaɽi,madzakanʰĩdaɽi,m a dz a k a nʰ ĩ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1567,,hohoodene,round,madzakanʰĩdaɽi,madzakanʰĩdaɽi,m a dz a k a nʰ ĩ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1568,,moliwene,round,tʃikɛʐɐnɛ,tʃikɛʐɐnɛ,tʃ i k ɛ ʐ ɐ n ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1569,,mauliene,round,dabuhekani,dabuhekani,d a b u h e k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1570,,kumadene2,round,maiakaŋgaɽi,maiakaŋgaɽi,m a i a k a ŋ g a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1571,,kowaidakenai,round,weːmaka,weːmaka,w eː m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1572,,dzawinai,round,jabuɽhedaɽi,jabuɽhedaɽi,j a b u ɽʰ e d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1573,,tariana,round,mãkadatukinʊka,mãkadatukinʊka,m ã k a d a t u k i n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1574,,werekena,round,tʃiɾeɽi,tʃiɾeɽi,tʃ i ɾ e ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1575,,waliperi,run,ɽimaʐakawa,ɽimaʐakawa,ɽ i m a ʐ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1576,,hohoodene,run,taʐakaˀakɐni,taʐakaˀakɐni,t a ʐ a k aˀ a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1577,,moliwene,run,tawakadaɽi,tawakadaɽi,t a w a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1578,,mauliene,run,tawakakani,tawakakani,t a w a k a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1579,,tariana,run,namaɾekanã,namaɾekanã,n a m a ɾ e k a n ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1580,,werekena,run,tipaɾahũ,tipaɾahũ,t i p a ɾ a h ũ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1581,,kumadene2,run,hĩkukawa,hĩkukawa,h ĩ k u k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1582,,waliperi,saliva,noanũhɐ,noanũhɐ,n o a n ũ h ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1583,,hohoodene,saliva,pʰewipaka,pʰewipaka,pʰ e w i p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1584,,moliwene,saliva,hawípaka,hawípaka,h a w í p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1585,,mauliene,saliva,hiwithaka,hiwithaka,h i w i tʰ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1586,,kumadene2,saliva,nunumaia,nunumaia,n u n u m a i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1587,,tariana,saliva,paihi,paihi,p a i h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1588,,aha,saliva,hiwitakada,hiwitakada,h i w i t a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1589,,ehe,saliva,hivitaketi,hivitaketi,h i v i t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1590,,oho,saliva,hivitaketi,hivitaketi,h i v i t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1591,,name,saliva,hivitaka,hivitaka,h i v i t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1592,,werekena,saliva,pisowɛta,pisowɛta,p i s o w ɛ t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1593,,waliperi,salt,nukiʐa,nukiʐa,n u k i ʐ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1594,,hohoodene,salt,jukidzata,jukidzata,j u k i dz a t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1595,,moliwene,salt,jukiʐa,jukiʐa,j u k i ʐ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1596,,mauliene,salt,ikiʐa,ikiʐa,i k i ʐ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1597,,kumadene2,salt,iukiʐa,iukiʐa,i u k i ʐ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1598,,kumadene1,salt,iːwi,iːwi,iː w i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1599,,aha,salt,jukira,jukira,j u k i ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1600,,ehe,salt,jukira,jukira,j u k i ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1601,,oho,salt,jukira,jukira,j u k i ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1602,,name,salt,jokera,jokera,j o k e ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1603,,werekena,salt,jukiɾa,jukiɾa,j u k i ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1604,,waliperi,sand,kajɖa,kajɖa,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1605,,hohoodene,sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1606,,moliwene,sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1607,,mauliene,sand,kajda,kajda,k a j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1608,,kumadene2,sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1609,,kowaidakenai,sand,kaidukoa,kaidukoa,k a i d u k o a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1610,,dzawinai,sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1611,,tariana,sand,kaidakwa,kaidakwa,k a i d a kʷ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1612,,aha,sand,hipaipe,hipaipe,h i p a i p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1613,,ehe,sand,kaidakua,kaidakua,k a i d a k u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1614,,oho,sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1615,,name,sand,kaida,kaida,k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1616,,werekena,sand,jatʃinaha,jatʃinaha,j a tʃ i n a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1617,,kumadene1,sand,kaidakwa,kaidakwa,k a i d a kw a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1618,,kumadene2,say,nuaku,nuaku,n u a k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1619,,kowaidakenai,say,ɽitʃeiti,ɽitʃeiti,ɽ i tʃ e i t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1620,,dzawinai,say,pikaite,pikaite,p i k a i t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1621,,aha,say,ikaitekaita,ikaitekaita,i k a i t e k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1622,,ehe,say,kaitheketi ~ kei,kaitheketi ~ kei,k a i tʰ e k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1623,,oho,say,ikaitepeteki,ikaitepeteki,i k a i t e p e t e k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1624,,name,say,kaːkoka,kaːkoka,k aː k o k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1625,,werekena,say,pinamiha,pinamiha,p i n a m i h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1626,,aha,scratch,joːpataːkakadao,joːpataːkakadao,j oː p a t aː k a k a d a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1627,,ehe,scratch,hiriaketi,hiriaketi,h i ɾ i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1628,,oho,scratch,jopatakaketi,jopatakaketi,j o p a t a k a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1629,,name,scratch,piwetaketi,piwetaketi,p i w e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1630,,waliperi,sea,makapawɐni,makapawɐni,m a k a p a w ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1631,,hohoodene,sea,makapa oːni,makapa oːni,m a k a p a # oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1632,,moliwene,sea,makapa oːni,makapa oːni,m a k a p a # oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1633,,mauliene,sea,koakapanika,koakapanika,k o a k a p a n i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1634,,kumadene2,sea,makapawa,makapawa,m a k a p a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1635,,tariana,sea,unihãnipãnʊka,unihãnipãnʊka,u n i h ã n i p ã n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1636,,aha,sea,makapawan,makapawan,m a k a p a w a n,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1637,,ehe,sea,uːnimanupawan,uːnimanupawan,uː n i m a n u p a w a n,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1638,,oho,sea,makapawaoːni,makapawaoːni,m a k a p a w a oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1639,,name,sea,oːni,oːni,oː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1640,,werekena,sea,soapoɾi,soapoɾi,s o a p o ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1641,,waliperi,see,nuːtʰi,nuːtʰi,n uː tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1642,,hohoodene,see,wakapa,wakapa,w a k a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1643,,moliwene,see,nukápa,nukápa,n u k a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1644,,mauliene,see,nukápa,nukápa,n u k a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1645,,kumadene2,see,nukaːpa,nukaːpa,n u k aː p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1646,,kowaidakenai,see,nukapaka,nukapaka,n u k a p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1647,,dzawinai,see,nukapa,nukapa,n u k a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1648,,tariana,see,nakanipɛ,nakanipɛ,n a k a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1649,,aha,see,ikapakaita,ikapakaita,i k a p a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1650,,ehe,see,ikapaketi,ikapaketi,i k a p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1651,,oho,see,ikapaketi,ikapaketi,i k a p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1652,,name,see,nukapaka,nukapaka,n u k a p a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1653,,werekena,see,nɛtɐmihɐ̃,nɛtɐmihɐ̃,n ɛ t ɐ m i h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1654,,hohoodene,seed,ɽiːnaka,ɽiːnaka,ɽ iː n a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1655,,moliwene,seed,ɽiʐi,ɽiʐi,ɽ i ʐ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1656,,mauliene,seed,ɽiʐi,ɽiʐi,ɽ i ʐ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1657,,kumadene2,seed,ɽiːhi,ɽiːhi,ɽ iː h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1658,,kowaidakenai,seed,ɽiʃi,ɽiʃi,ɽ i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1659,,dzawinai,seed,ɽiʃi,ɽiʃi,ɽ i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1660,,tariana,seed,napapaniamihipiɾihiː,napapaniamihipiɾihiː,n a p a p a n i a m i h i p i ɾ i h iː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1661,,aha,seed,liːnaka,liːnaka,l iː n a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1662,,ehe,seed,liːshi,liːshi,l iː ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1663,,oho,seed,linaka,linaka,l i n a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1664,,name,seed,liːsri,liːsri,l iː s ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1665,,werekena,seed,ĩj̃aha,ĩj̃aha,ĩ j̃ a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1666,,hohoodene,sew,paːkokaj,paːkokaj,p aː k o k a j,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1667,,moliwene,sew,paːkũda,paːkũda,p aː k ũ d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1668,,mauliene,sew,nukuka,nukuka,n u k u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1669,,kumadene2,sew,nuːkuka,nuːkuka,n uː k u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1670,,tariana,sew,nakunipɛ,nakunipɛ,n a k u n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1671,,aha,sew,joːkokada,joːkokada,j oː k o k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1672,,ehe,sew,oːkoketi,oːkoketi,oː k o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1673,,oho,sew,jokoketi,jokoketi,j o k o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1674,,name,sew,joːkoketi,joːkoketi,j oː k o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1675,,werekena,sew,piaɾitɛhə,piaɾitɛhə,p i a ɾ i t ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1676,,aha,sharp,keːmadali,keːmadali,k eː m a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1677,,ehe,sharp,keminete,keminete,k e m i n e t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1678,,oho,sharp,kemaneːte,kemaneːte,k e m a n eː t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1679,,name,sharp,meːmaite,meːmaite,m eː m a i t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1680,,tariana,shoot,nãpeikunipɛ,nãpeikunipɛ,n ã p e i k u n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1681,,waliperi,short,madoadaɽi,madoadaɽi,m a d o a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1682,,hohoodene,short,madoadaɽi,madoadaɽi,m a d o a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1683,,mauliene,short,madoatsa,madoatsa,m a d o a ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1684,,kumadene2,short,madoatsa,madoatsa,m a d o a ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1685,,tariana,short,mãdɔkadeuanipɛtupɛ,mãdɔkadeuanipɛtupɛ,m ã d ɔ k a d e u a n i p ɛ t u p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1686,,aha,short,medadali,medadali,m e d a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1687,,ehe,short,madua,madua,m a d u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1688,,oho,short,madoadale,madoadale,m a d o a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1689,,name,short,medadali,medadali,m e d a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1690,,werekena,short,aɽɛtili,aɽɛtili,a ɽ ɛ t i l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1691,,hohoodene,sing,wahɛ̃taka,wahɛ̃taka,w a h ɛ̃ t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1692,,moliwene,sing,nuahẽtaɛ,nuahẽtaɛ,n u a h ẽ t a ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1693,,mauliene,sing,nuahẽtaka,nuahẽtaka,n u a h ẽ t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1694,,kumadene1,sing,wawhenĩpɛ,wawhenĩpɛ,w a wʰ e n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1695,,kowaidakenai,sing,ɽĩeŋgaɽikawa,ɽĩeŋgaɽikawa,ɽ ĩ e ŋ g a ɽ i k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1696,,dzawinai,sing,pikamaʐata,pikamaʐata,p i k a m a ʐ a t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1697,,tariana,sing,naɾapanipɛ,naɾapanipɛ,n a ɾ a p a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1698,,aha,sing,ikaːntakaita,ikaːntakaita,i k aː n t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
